,hart
9726,455
9727,417
9728,371
9729,590
9730,702
9731,569
9732,881
9733,792
9734,421
9735,654
9736,976
9737,1054
9738,1191
9739,1366
9740,1241
9741,1165
9742,1135
9743,1008
9744,1127
9745,1124
9746,1004
9747,1170
9748,1198
9749,1095
9750,1198
9751,1428
9752,1609
9753,1852
9754,1917
9755,1870
9756,1881
9757,1887
9758,1752
9759,1640
9760,1648
9761,1537
9762,1487
9763,1293
9764,1043
9765,945
9766,911
9767,973
9768,824
9769,773
9770,992
9771,1003
9772,917
9773,882
9774,922
9775,771
9776,720
9777,761
9778,739
9779,937
9780,825
9781,806
9782,1061
9783,1074
9784,1167
9785,1143
9786,863
9787,702
9788,858
9789,893
9790,541
9791,501
9792,749
9793,460
9794,428
9795,331
9796,-49
9797,238
9798,181
9799,-29
9800,-135
9801,-179
9802,-276
9803,-452
9804,-654
9805,-921
9806,-949
9807,-800
9808,-988
9809,-1291
9810,-1417
9811,-1444
9812,-1301
9813,-1375
9814,-1404
9815,-1443
9816,-1660
9817,-1630
9818,-1523
9819,-1540
9820,-1615
9821,-2008
9822,-1568
9823,-841
9824,-910
9825,-1107
9826,-786
9827,-495
9828,-618
9829,-633
9830,-404
9831,-470
9832,-466
9833,-269
9834,-176
9835,-230
9836,-101
9837,169
9838,268
9839,544
9840,649
9841,539
9842,894
9843,1086
9844,1224
9845,1134
9846,1082
9847,1490
9848,1483
9849,1295
9850,1128
9851,923
9852,993
9853,931
9854,1027
9855,1209
9856,1219
9857,1172
9858,1170
9859,1158
9860,1042
9861,1112
9862,1225
9863,1172
9864,970
9865,787
9866,905
9867,1131
9868,1159
9869,734
9870,659
9871,1012
9872,948
9873,849
9874,860
9875,582
9876,486
9877,865
9878,780
9879,461
9880,515
9881,708
9882,117
9883,-79
9884,703
9885,931
9886,790
9887,250
9888,-278
9889,-328
9890,99
9891,371
9892,260
9893,-49
9894,-289
9895,-365
9896,-434
9897,-259
9898,-243
9899,-79
9900,202
9901,-537
9902,-903
9903,-150
9904,339
9905,455
9906,370
9907,176
9908,64
9909,507
9910,527
9911,91
9912,297
9913,511
9914,516
9915,628
9916,569
9917,317
9918,338
9919,711
9920,690
9921,635
9922,665
9923,556
9924,689
9925,661
9926,572
9927,597
9928,641
9929,760
9930,760
9931,677
9932,727
9933,732
9934,426
9935,419
9936,378
9937,54
9938,-100
9939,-130
9940,-116
9941,-306
9942,-559
9943,-397
9944,-407
9945,-562
9946,-394
9947,-458
9948,-661
9949,-517
9950,-414
9951,-465
9952,-354
9953,-283
9954,-240
9955,-263
9956,-326
9957,-287
9958,-94
9959,68
9960,-85
9961,-355
9962,-354
9963,-358
9964,-283
9965,-238
9966,-447
9967,-386
9968,-426
9969,-450
9970,-601
9971,-732
9972,-665
9973,-859
9974,-993
9975,-1119
9976,-1376
9977,-1327
9978,-1301
9979,-1421
9980,-1457
9981,-1513
9982,-1363
9983,-1431
9984,-1463
9985,-1483
9986,-1536
9987,-1468
9988,-1472
9989,-1456
9990,-1348
9991,-1451
9992,-1294
9993,-967
9994,-1024
9995,-925
9996,-744
9997,-813
9998,-680
9999,-423
10000,-541
10001,-410
10002,-101
10003,-214
10004,-285
10005,-49
10006,-38
10007,-93
10008,2
10009,-49
10010,-123
10011,-252
10012,-217
10013,-44
10014,76
10015,164
10016,342
10017,446
10018,424
10019,643
10020,780
10021,822
10022,1078
10023,1176
10024,1175
10025,1238
10026,1135
10027,1075
10028,1189
10029,1351
10030,1476
10031,1515
10032,1578
10033,1604
10034,1732
10035,1702
10036,1575
10037,1738
10038,1678
10039,1559
10040,1765
10041,1594
10042,1529
10043,1646
10044,1513
10045,1568
10046,1470
10047,1317
10048,1242
10049,1304
10050,1161
10051,781
10052,942
10053,731
10054,491
10055,750
10056,469
10057,321
10058,500
10059,358
10060,295
10061,135
10062,-147
10063,-359
10064,-581
10065,-881
10066,-1234
10067,-1464
10068,-1673
10069,-1819
10070,-1992
10071,-2118
10072,-2184
10073,-2321
10074,-2222
10075,-2171
10076,-2325
10077,-2423
10078,-2457
10079,-2644
10080,-2629
10081,-2601
10082,-2683
10083,-2432
10084,-2160
10085,-2103
10086,-2057
10087,-1885
10088,-1540
10089,-1396
10090,-1276
10091,-1283
10092,-1456
10093,-1395
10094,-1379
10095,-1451
10096,-1347
10097,-1042
10098,-711
10099,-527
10100,-208
10101,-148
10102,-610
10103,-1016
10104,-1148
10105,-1084
10106,-759
10107,-560
10108,-441
10109,-277
10110,-542
10111,-1138
10112,-2011
10113,-3020
10114,-3331
10115,-2833
10116,-1856
10117,-948
10118,-726
10119,-353
10120,344
10121,953
10122,920
10123,-308
10124,-2503
10125,-5236
10126,-7856
10127,-9809
10128,-11147
10129,-11869
10130,-11840
10131,-11234
10132,-10202
10133,-9339
10134,-8605
10135,-7741
10136,-6524
10137,-5399
10138,-4017
10139,-2333
10140,-996
10141,74
10142,933
10143,1435
10144,1922
10145,2390
10146,2955
10147,4029
10148,4952
10149,5781
10150,6551
10151,7540
10152,8649
10153,9511
10154,10274
10155,10737
10156,11029
10157,10612
10158,9396
10159,7738
10160,6171
10161,5013
10162,3792
10163,2208
10164,676
10165,-780
10166,-2075
10167,-3168
10168,-3830
10169,-4022
10170,-4058
10171,-3605
10172,-2848
10173,-2484
10174,-2385
10175,-2025
10176,-1006
10177,639
10178,2472
10179,4433
10180,6782
10181,8934
10182,10248
10183,10629
10184,10735
10185,11301
10186,12616
10187,14032
10188,15174
10189,16005
10190,16118
10191,15979
10192,15612
10193,15220
10194,15464
10195,16476
10196,17557
10197,18558
10198,19102
10199,18772
10200,17425
10201,14894
10202,11793
10203,7811
10204,3400
10205,-525
10206,-4030
10207,-7046
10208,-9478
10209,-11308
10210,-12969
10211,-14529
10212,-15958
10213,-17488
10214,-18982
10215,-20475
10216,-21851
10217,-22953
10218,-23465
10219,-23130
10220,-22607
10221,-21706
10222,-20704
10223,-19842
10224,-18875
10225,-18106
10226,-17335
10227,-16420
10228,-15378
10229,-14447
10230,-13327
10231,-11923
10232,-10415
10233,-8969
10234,-7446
10235,-5890
10236,-4668
10237,-3290
10238,-1865
10239,-816
10240,132
10241,1022
10242,2127
10243,3167
10244,4227
10245,5572
10246,6826
10247,8305
10248,9596
10249,10501
10250,11523
10251,12164
10252,12608
10253,12794
10254,12446
10255,12015
10256,11091
10257,9988
10258,8946
10259,7494
10260,6046
10261,4570
10262,3118
10263,1625
10264,195
10265,-945
10266,-2096
10267,-2964
10268,-3889
10269,-4786
10270,-5323
10271,-5870
10272,-6165
10273,-6224
10274,-6389
10275,-6292
10276,-6065
10277,-5872
10278,-5494
10279,-5202
10280,-4955
10281,-4519
10282,-4280
10283,-4098
10284,-3989
10285,-3796
10286,-3421
10287,-3333
10288,-3002
10289,-2249
10290,-1951
10291,-1812
10292,-1170
10293,-746
10294,-376
10295,63
10296,159
10297,424
10298,611
10299,598
10300,643
10301,612
10302,438
10303,439
10304,449
10305,456
10306,419
10307,362
10308,407
10309,342
10310,418
10311,509
10312,750
10313,1087
10314,1261
10315,1585
10316,1744
10317,1967
10318,2445
10319,3025
10320,3586
10321,4031
10322,4305
10323,4568
10324,4802
10325,5317
10326,5741
10327,5891
10328,6188
10329,6149
10330,5875
10331,5706
10332,5585
10333,5820
10334,5745
10335,5440
10336,5085
10337,4564
10338,4283
10339,3959
10340,3646
10341,3574
10342,3451
10343,2963
10344,2721
10345,2659
10346,2277
10347,2229
10348,2366
10349,2483
10350,2478
10351,2307
10352,2345
10353,2511
10354,2565
10355,2492
10356,2369
10357,2542
10358,2667
10359,2644
10360,2280
10361,2050
10362,2270
10363,2219
10364,1889
10365,1857
10366,1888
10367,1724
10368,1475
10369,1478
10370,1385
10371,812
10372,628
10373,696
10374,607
10375,398
10376,-5
10377,-184
10378,-305
10379,-406
10380,-702
10381,-894
10382,-758
10383,-908
10384,-844
10385,-731
10386,-1091
10387,-1020
10388,-900
10389,-960
10390,-631
10391,-514
10392,-507
10393,-251
10394,29
10395,157
10396,142
10397,75
10398,150
10399,438
10400,410
10401,419
10402,580
10403,393
10404,413
10405,780
10406,509
10407,324
10408,455
10409,411
10410,285
10411,18
10412,-144
10413,-264
10414,-377
10415,-318
10416,-295
10417,-463
10418,-565
10419,-490
10420,-544
10421,-640
10422,-701
10423,-731
10424,-797
10425,-845
10426,-1034
10427,-1157
10428,-1039
10429,-1009
10430,-1214
10431,-1285
10432,-1304
10433,-1315
10434,-1227
10435,-1111
10436,-1177
10437,-1248
10438,-1244
10439,-1222
10440,-1224
10441,-1345
10442,-1425
10443,-1405
10444,-1274
10445,-1156
10446,-1255
10447,-1219
10448,-1216
10449,-1288
10450,-1289
10451,-1163
10452,-1093
10453,-1120
10454,-1018
10455,-810
10456,-771
10457,-632
10458,-468
10459,-372
10460,-192
10461,-160
10462,-126
10463,11
10464,18
10465,-71
10466,-18
10467,-83
10468,-265
10469,-135
10470,17
10471,29
10472,32
10473,24
10474,9
10475,-90
10476,-143
10477,-88
10478,-246
10479,-470
10480,-720
10481,-969
10482,-1069
10483,-1200
10484,-1404
10485,-1602
10486,-1848
10487,-1966
10488,-1995
10489,-2096
10490,-2064
10491,-1981
10492,-1954
10493,-1870
10494,-1600
10495,-1389
10496,-1297
10497,-858
10498,-669
10499,-522
10500,20
10501,232
10502,542
10503,869
10504,980
10505,892
10506,791
10507,853
10508,797
10509,703
10510,422
10511,-28
10512,-176
10513,-207
10514,-481
10515,-821
10516,-923
10517,-833
10518,-845
10519,-929
10520,-876
10521,-827
10522,-603
10523,-491
10524,-514
10525,-370
10526,-281
10527,-151
10528,22
10529,143
10530,80
10531,207
10532,295
10533,147
10534,284
10535,244
10536,420
10537,646
10538,483
10539,314
10540,140
10541,42
10542,-137
10543,-435
10544,-569
10545,-600
10546,-819
10547,-1048
10548,-1103
10549,-1444
10550,-1691
10551,-1576
10552,-1550
10553,-1497
10554,-1458
10555,-1406
10556,-1326
10557,-1167
10558,-756
10559,-552
10560,-411
10561,-86
10562,225
10563,254
10564,396
10565,681
10566,620
10567,613
10568,580
10569,179
10570,-27
10571,-123
10572,-385
10573,-448
10574,-594
10575,-799
10576,-763
10577,-882
10578,-917
10579,-1044
10580,-1149
10581,-1006
10582,-1123
10583,-1115
10584,-1208
10585,-1318
10586,-1155
10587,-1307
10588,-1200
10589,-1039
10590,-917
10591,-552
10592,-317
10593,-127
10594,4
10595,220
10596,452
10597,608
10598,722
10599,584
10600,459
10601,403
10602,189
10603,214
10604,162
10605,-10
10606,-8
10607,-174
10608,-262
10609,-372
10610,-559
10611,-520
10612,-515
10613,-551
10614,-494
10615,-217
10616,-219
10617,-41
10618,247
10619,353
10620,421
10621,469
10622,757
10623,830
10624,688
10625,816
10626,1124
10627,1361
10628,1457
10629,1790
10630,1794
10631,1872
10632,2139
10633,2150
10634,2288
10635,2218
10636,1905
10637,1870
10638,1631
10639,1339
10640,1347
10641,1335
10642,1341
10643,1206
10644,1163
10645,1190
10646,1039
10647,1031
10648,1049
10649,1103
10650,1050
10651,869
10652,1079
10653,1311
10654,1265
10655,1359
10656,1402
10657,1530
10658,1747
10659,1800
10660,1911
10661,1929
10662,1942
10663,1899
10664,1542
10665,1466
10666,1236
10667,1096
10668,1152
10669,1074
10670,908
10671,791
10672,944
10673,849
10674,747
10675,762
10676,623
10677,570
10678,457
10679,351
10680,420
10681,282
10682,203
10683,459
10684,695
10685,773
10686,602
10687,733
10688,835
10689,776
10690,724
10691,563
10692,574
10693,432
10694,247
10695,298
10696,203
10697,245
10698,410
10699,440
10700,428
10701,488
10702,437
10703,364
10704,246
10705,171
10706,226
10707,145
10708,-80
10709,52
10710,252
10711,121
10712,160
10713,189
10714,176
10715,330
10716,341
10717,328
10718,395
10719,444
10720,403
10721,406
10722,476
10723,398
10724,431
10725,559
10726,301
10727,170
10728,340
10729,289
10730,120
10731,121
10732,182
10733,78
10734,146
10735,64
10736,-113
10737,-47
10738,-126
10739,-281
10740,-447
10741,-736
10742,-860
10743,-877
10744,-787
10745,-808
10746,-909
10747,-788
10748,-701
10749,-584
10750,-525
10751,-629
10752,-529
10753,-478
10754,-429
10755,-384
10756,-500
10757,-277
10758,-260
10759,-386
10760,-293
10761,-337
10762,-341
10763,-326
10764,-276
10765,-240
10766,-383
10767,-374
10768,-404
10769,-403
10770,-320
10771,-329
10772,-300
10773,-260
10774,-324
10775,-150
10776,-145
10777,-430
10778,-389
10779,-232
10780,-130
10781,-96
10782,-163
10783,-173
10784,-10
10785,-16
10786,-63
10787,61
10788,28
10789,-121
10790,-157
10791,-241
10792,-255
10793,-403
10794,-466
10795,-428
10796,-514
10797,-418
10798,-190
10799,-136
10800,-95
10801,-143
10802,-198
10803,-145
10804,-232
10805,-308
10806,-267
10807,-240
10808,-194
10809,-305
10810,-319
10811,-465
10812,-366
10813,4
10814,-408
10815,-609
10816,-4
10817,499
10818,526
10819,108
10820,-59
10821,-42
10822,-39
10823,51
10824,-40
10825,-109
10826,-61
10827,16
10828,78
10829,97
10830,202
10831,379
10832,437
10833,472
10834,468
10835,411
10836,477
10837,490
10838,336
10839,281
10840,216
10841,95
10842,5
10843,-172
10844,-285
10845,-333
10846,-445
10847,-560
10848,-605
10849,-712
10850,-700
10851,-738
10852,-735
10853,-829
10854,-853
10855,-810
10856,-798
10857,-810
10858,-761
10859,-556
10860,-603
10861,-690
10862,-502
10863,-468
10864,-572
10865,-432
10866,-555
10867,-634
10868,-474
10869,-560
10870,-528
10871,-573
10872,-557
10873,-513
10874,-559
10875,-604
10876,-706
10877,-643
10878,-690
10879,-838
10880,-793
10881,-899
10882,-883
10883,-836
10884,-1006
10885,-1140
10886,-1209
10887,-1290
10888,-1173
10889,-1280
10890,-1504
10891,-1313
10892,-1261
10893,-1314
10894,-1317
10895,-1249
10896,-1179
10897,-1137
10898,-940
10899,-898
10900,-809
10901,-664
10902,-614
10903,-670
10904,-633
10905,-523
10906,-509
10907,-473
10908,-445
10909,-353
10910,-382
10911,-358
10912,-296
10913,-374
10914,-343
10915,-352
10916,-310
10917,-265
10918,-211
10919,-36
10920,-98
10921,-31
10922,46
10923,1
10924,89
10925,49
10926,-190
10927,-147
10928,54
10929,-136
10930,-174
10931,-126
10932,-113
10933,-1
10934,-153
10935,-133
10936,101
10937,95
10938,57
10939,285
10940,399
10941,369
10942,640
10943,759
10944,662
10945,860
10946,942
10947,918
10948,1003
10949,969
10950,1000
10951,990
10952,1096
10953,1182
10954,1133
10955,1274
10956,1345
10957,1196
10958,1277
10959,1373
10960,1205
10961,1142
10962,1144
10963,1137
10964,1222
10965,1097
10966,932
10967,1041
10968,1098
10969,1017
10970,1141
10971,1129
10972,1003
10973,900
10974,854
10975,911
10976,700
10977,761
10978,872
10979,779
10980,962
10981,921
10982,987
10983,1089
10984,1146
10985,1285
10986,1197
10987,1213
10988,1295
10989,1150
10990,990
10991,959
10992,1072
10993,905
10994,769
10995,925
10996,981
10997,1089
10998,1231
10999,1136
11000,1122
11001,1111
11002,1118
11003,1160
11004,1179
11005,1144
11006,1150
11007,1148
11008,1118
11009,1181
11010,1166
11011,1168
11012,1129
11013,1043
11014,1099
11015,941
11016,810
11017,817
11018,730
11019,760
11020,692
11021,588
11022,560
11023,463
11024,476
11025,437
11026,197
11027,251
11028,280
11029,155
11030,187
11031,126
11032,92
11033,83
11034,-97
11035,-462
11036,-390
11037,-410
11038,-800
11039,-857
11040,-777
11041,-1139
11042,-1272
11043,-1293
11044,-1385
11045,-1346
11046,-1463
11047,-1547
11048,-1462
11049,-1431
11050,-1448
11051,-1328
11052,-1258
11053,-1282
11054,-1196
11055,-1159
11056,-1246
11057,-1208
11058,-1180
11059,-1131
11060,-1106
11061,-1210
11062,-1064
11063,-1010
11064,-974
11065,-1077
11066,-1170
11067,-927
11068,-965
11069,-972
11070,-885
11071,-1048
11072,-945
11073,-963
11074,-1211
11075,-1228
11076,-1244
11077,-1213
11078,-1099
11079,-1107
11080,-1229
11081,-1414
11082,-1362
11083,-1415
11084,-1462
11085,-1538
11086,-1686
11087,-1777
11088,-2145
11089,-2729
11090,-3159
11091,-3504
11092,-3715
11093,-3845
11094,-4076
11095,-4441
11096,-4593
11097,-4064
11098,-3366
11099,-2564
11100,-1521
11101,-814
11102,-89
11103,652
11104,731
11105,218
11106,-195
11107,406
11108,1998
11109,4071
11110,5998
11111,7489
11112,8984
11113,10733
11114,12945
11115,15111
11116,16528
11117,17283
11118,17325
11119,16619
11120,15074
11121,12885
11122,10351
11123,7419
11124,4493
11125,1723
11126,-1192
11127,-3813
11128,-6123
11129,-8164
11130,-9887
11131,-10935
11132,-10836
11133,-10286
11134,-9707
11135,-9132
11136,-8624
11137,-8282
11138,-8186
11139,-8336
11140,-8428
11141,-8811
11142,-9308
11143,-9628
11144,-9975
11145,-10269
11146,-10275
11147,-9915
11148,-9298
11149,-8741
11150,-7988
11151,-6875
11152,-5270
11153,-3706
11154,-2275
11155,-696
11156,523
11157,1565
11158,2452
11159,3110
11160,3508
11161,3766
11162,3996
11163,3961
11164,3993
11165,4005
11166,3824
11167,3705
11168,3512
11169,3211
11170,2930
11171,2619
11172,2413
11173,2338
11174,2221
11175,2106
11176,1748
11177,1504
11178,1468
11179,1226
11180,882
11181,618
11182,488
11183,207
11184,27
11185,109
11186,207
11187,380
11188,787
11189,1191
11190,1280
11191,1520
11192,2021
11193,2282
11194,2390
11195,2677
11196,2891
11197,3101
11198,3321
11199,3059
11200,2504
11201,1486
11202,-16
11203,-1358
11204,-2520
11205,-3493
11206,-4277
11207,-4999
11208,-5529
11209,-6148
11210,-6833
11211,-7317
11212,-7439
11213,-7458
11214,-7447
11215,-6776
11216,-5872
11217,-4790
11218,-3354
11219,-1968
11220,-779
11221,387
11222,1504
11223,2442
11224,3431
11225,4243
11226,4747
11227,5115
11228,5252
11229,5193
11230,4978
11231,4640
11232,4379
11233,4088
11234,3808
11235,3443
11236,2981
11237,2762
11238,2601
11239,2355
11240,2275
11241,2119
11242,1925
11243,1848
11244,1716
11245,1597
11246,1400
11247,1334
11248,1194
11249,1106
11250,1109
11251,1061
11252,972
11253,979
11254,1005
11255,997
11256,859
11257,893
11258,995
11259,890
11260,840
11261,826
11262,939
11263,964
11264,942
11265,853
11266,764
11267,746
11268,609
11269,474
11270,318
11271,259
11272,107
11273,-3
11274,12
11275,-39
11276,-104
11277,-121
11278,-85
11279,-163
11280,-237
11281,-497
11282,-619
11283,-385
11284,-396
11285,-575
11286,-737
11287,-826
11288,-898
11289,-1114
11290,-1104
11291,-1156
11292,-1303
11293,-1350
11294,-1323
11295,-1319
11296,-1299
11297,-1170
11298,-1064
11299,-921
11300,-937
11301,-942
11302,-775
11303,-696
11304,-624
11305,-547
11306,-574
11307,-451
11308,-326
11309,-394
11310,-341
11311,-210
11312,6
11313,153
11314,237
11315,414
11316,435
11317,500
11318,606
11319,704
11320,875
11321,789
11322,811
11323,904
11324,824
11325,797
11326,713
11327,804
11328,909
11329,818
11330,715
11331,712
11332,853
11333,857
11334,605
11335,546
11336,589
11337,377
11338,392
11339,580
11340,401
11341,246
11342,182
11343,237
11344,277
11345,122
11346,34
11347,33
11348,39
11349,-74
11350,-133
11351,-55
11352,47
11353,62
11354,-59
11355,56
11356,236
11357,264
11358,367
11359,417
11360,432
11361,493
11362,503
11363,498
11364,478
11365,477
11366,613
11367,615
11368,540
11369,508
11370,562
11371,505
11372,542
11373,643
11374,641
11375,656
11376,600
11377,713
11378,715
11379,588
11380,731
11381,659
11382,665
11383,776
11384,705
